Gene Name,ORF,SD Localization,SD Intensity (Median),SD STD,N' NOP1pr-GFP in SD Localization,N' NOP1pr-GFP in SD Intensity,N' TEF2pr-mCherry in SD Localization,N' TEF2pr-mCherry in SD Intensity,N' NATIVEpr-GFP in SD Localization,N' NATIVEpr-GFP in SD Intensity,N' TEF2pr-VC and Cyto-VN in SD Localization,N' TEF2pr-VC and Cyto-VN in SD Intensity,DTT Localization,DTT Intensity (Median),DTT Fold Change,Significance of DTT Intensity (Median) Change,DTT STD,H2O2 Localization,H2O2 Intensity (Median),H2O2 Fold Change,Significance of H2O2 Intensity (Median) Change,H2O2 STD,Starvation Localization,Starvation Intensity (Median),Starvation Fold Change,Significance of Starvation Intensity (Median) Change,Starvation STD,Pup2 DAmP Localization,MA3 Localization,MA3 Intensity (Median),MA3 Fold Change,Significance of MA3 Intensity (Median) Change,MA3 STD,Description
"PUT2","YHR037W","mitochondria","54.11","17.8035","mitochondria","120.939","mitochondria","60.8906","cytosol,punctate","147.996","#N/A","55.4418","mitochondria","88.95","1.64","1","36.28","mitochondria","67.62","1.24","0","12.66","punctate","","","","","mitochondria","mitochondria","62.1752","1.14894","0","15.1888","Delta-1-pyrroline-5-carboxylate dehydrogenase, nuclear-encoded mitochondrial protein involved in utilization of proline as sole nitrogen source; deficiency of the human homolog causes HPII, an autosomal recessive inborn error of metabolism"
"QCR2","YPR191W","mitochondria","126.63","70.6036","mitochondria","128.171","mitochondria","19.1302","below threshold","152.684","#N/A","30.9888","mitochondria","161.8","1.27","0","80.12","mitochondria","127.28","1","0","29.38","mitochondria","197.97","1.56","1","","mitochondria","mitochondria","118.596","0.936514","0","28.1103","Subunit 2 of the ubiquinol cytochrome-c reductase complex, which is a component of the mitochondrial inner membrane electron transport chain; phosphorylated; transcription is regulated by Hap1p, Hap2p/Hap3p, and heme"
"QCR7","YDR529C","mitochondria","216.69","93.1569","nucleus,nucleolus","96.5152","nucleus,nucleolus","38.2767","nucleus,nucleolus","60.9864","nucleus,nucleolus","55.8735","mitochondria","278.74","1.28","0","128.48","mitochondria","153.89","0.71","0","32.15","mitochondria","313.71","1.44","0","","mitochondria","mitochondria","130.239","0.60103","-1","25.6737","Subunit 7 of the ubiquinol cytochrome-c reductase complex, which is a component of the mitochondrial inner membrane electron transport chain; oriented facing the mitochondrial matrix; N-terminus appears to play a role in complex assembly"
"QCR9","YGR183C","mitochondria","71.25","38.419","","","","","","","","","mitochondria","46.47","0.65","0","28.93","mitochondria","52.29","0.73","0","13.12","mitochondria","109.25","1.53","1","","mitochondria","mitochondria","47.8317","0.6713","0","10.8719","Subunit 9 of the ubiquinol cytochrome-c reductase complex, which is a component of the mitochondrial inner membrane electron transport chain; required for electron transfer at the ubiquinol oxidase site of the complex"
"QRI5","YLR204W","mitochondria","18.64","4.28211","mitochondria","74.2934","mitochondria","19.9285","mitochondria","106.004","#N/A","28.1591","mitochondria","19","1.01","0","6.27","mitochondria","18.32","0.98","0","4.12","mitochondria","17.37","0.93","0","","mitochondria","mitochondria","16.2677","0.872346","0","3.56606","Mitochondrial inner membrane protein, required for accumulation of spliced COX1 mRNA; may have an additional role in translation of COX1 mRNA"
"QRI7","YDL104C","mitochondria","18.25","4.68287","mitochondria","52.3821","mitochondria","26.035","below threshold","40.6817","#N/A","","mitochondria","21.39","1.17","0","7.56","mitochondria","19.11","1.04","0","3.34","mitochondria","19.95","1.09","0","","mitochondria","mitochondria","19.8035","1.08481","0","3.3","Highly conserved mitochondrial protein, essential for stability of the mitochondrial genome; functional homolog of the essential E. coli ygjD gene; member of a family of proteins putatively involved in genome maintenance"
"RDL2","YOR286W","mitochondria","75.84","15.8499","mitochondria","103.553","mitochondria","25.1638","cytosol,punctate","195.792","#N/A","69.8268","mitochondria","84.03","1.1","0","34.5","mitochondria","64.78","0.85","0","11.24","mitochondria","108.99","1.43","1","","mitochondria","mitochondria","69.3772","0.914715","0","9.45827","Protein with rhodanese activity; contains a rhodanese-like domain similar to Rdl1p, Uba4p, Tum1p, and Ych1p; overexpression causes a cell cycle delay; null mutant displays elevated frequency of mitochondrial genome loss"
"REX2","YLR059C","nucleus:mitochondria","82.9","21.1131","mitochondria","136.268","mitochondria","18.7016","mitochondria","256.288","#N/A","77.4902","nucleus.mitochondria","71.64","0.86","0","22.1","nucleus.mitochondria","78.1","0.94","0","15.77","nucleus,mitochondria","82.18","0.99","0","","nucleus:mitochondria","nucleus:mitochondria","72.7668","0.877683","0","8.37664","3'-5' RNA exonuclease; involved in 3'-end processing of U4 and U5 snRNAs, 5S and 5.8S rRNAs, and RNase P and RNase MRP RNA; localized to mitochondria and null suppresses escape of mtDNA to nucleus in yme1 yme2 mutants; RNase D exonuclease"
"RIM1","YCR028C-A","mitochondria","110.58","32.0672","mitochondria","105.204","missing","19.6448","below threshold","","#N/A","0","mitochondria","127.05","1.14","0","53.84","mitochondria","93.68","0.84","0","22.1","mitochondria","100.84","0.91","0","","mitochondria","mitochondria","107.745","0.974338","0","20.7148","Single-stranded DNA-binding protein essential for mitochondrial genome maintenance; involved in mitochondrial DNA replication"
"RMD9","YGL107C","mitochondria","54.61","14.3608","mitochondria","53.512","missing","31.0014","cytosol,mitochondria","","#N/A","36.8347","mitochondria","58.18","1.06","0","17.73","mitochondria","64.57","1.18","0","8.88","mitochondria","41.27","0.75","0","","mitochondria","mitochondria","63.7234","1.1666","0","12.6578","Mitochondrial protein required for respiratory growth; mutant phenotype and genetic interactions suggest a role in delivering mt mRNAs to ribosomes; located on matrix face of the inner membrane and loosely associated with mitoribosomes"
"RPM2","YML091C","mitochondria","35.69","9.67786","mitochondria","70.1719","missing","0","missing","","#N/A","39.6509","mitochondria","31.32","0.87","0","11.9","mitochondria","38.83","1.08","0","9.41","mitochondria","27.56","0.77","0","","mitochondria","mitochondria","44.5282","1.2473","0","8.79695","Protein subunit of mitochondrial RNase P, has roles in nuclear transcription, cytoplasmic and mitochondrial RNA processing, and mitochondrial translation; distributed to mitochondria, cytoplasmic processing bodies, and the nucleus"
"RRF1","YHR038W","mitochondria","23.73","6.212","mitochondria","69.4231","missing","19.6854","mitochondria","","#N/A","26.6957","mitochondria","19.61","0.82","0","9.01","mitochondria","17.92","0.75","-1","3.13","mitochondria","30.86","1.3","0","","mitochondria","mitochondria","28.9212","1.21849","0","4.11167","Mitochondrial ribosome recycling factor, essential for mitochondrial protein synthesis and for the maintenance of the respiratory function of mitochondria"
"RRG1","YDR065W","mitochondria","18.43","4.64606","punctate,mitochondria","14.6517","missing","17.0395","below threshold","0","#N/A","0","mitochondria","16.93","0.91","0","5.87","mitochondria","19.15","1.03","0","3.12","mitochondria","27.21","1.47","0","","mitochondria","mitochondria","17.7918","0.965019","0","2.75059","Protein of unknown function, required for vacuolar acidification and mitochondrial genome maintenance; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
"RRG10","YJL062W-A","mitochondria","27.33","7.13911","","","","","","","","","mitochondria","27.08","0.99","0","7.37","mitochondria","26.72","0.97","0","5.44","mitochondria","24.98","0.91","0","","mitochondria","mitochondria","22.1967","0.812079","0","5.1206","Putative protein of unknown function, proposed to be involved in the expression of mitochondrial proteins; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
"RRG7","YOR305W","mitochondria","22.34","4.44196","mitochondria","74.5981","mitochondria","21.8175","cytosol,punctate,mitochondria","142.991","#N/A","42.7452","mitochondria","23.37","1.04","0","7.64","mitochondria","16.51","0.73","-1","2.7","mitochondria","21.45","0.96","0","","mitochondria","mitochondria","27.1423","1.21464","0","3.33083","Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the mitochondrion; deletion confers sensitivity to 4-(N-(S-glutathionylacetyl)amino) phenylarsenoxide (GSAO); YOR305W is not an essential gene"
"RRG8","YPR116W","mitochondria","20.33","4.82571","cytosol","164.147","cytosol","24.9978","cytosol","128.79","#N/A","0","mitochondria","26.04","1.28","0","12.93","mitochondria","19.02","0.93","0","3.59","mitochondria","17.77","0.87","0","","mitochondria","mitochondria","24.0175","1.18083","0","4.44261","Putative protein of unknown function, required for mitochondrial genome maintenance; null mutation results in a decrease in plasma membrane electron transport"
"RRG9","YNL213C","mitochondria","20.36","6.13883","mitochondria","45.1943","mitochondria","19.9043","below threshold","10.1243","#N/A","25.9607","mitochondria","21.01","1.03","0","8.99","mitochondria","17.8","0.87","0","3.58","mitochondria","18.88","0.92","0","","mitochondria","mitochondria","22.7443","1.11627","0","5.0465","Protein of unknown function; null mutant lacks mitochondrial DNA and cannot grow on glycerol; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
"RSM10","YDR041W","mitochondria","33.5","9.75248","mitochondria","91.1259","mitochondria","0","missing","21.7648","#N/A","28.7802","mitochondria","35.04","1.04","0","14.68","mitochondria","30.88","0.92","0","5.22","mitochondria","33.56","1","0","","mitochondria","mitochondria","35.8622","1.07037","0","4.59417","Mitochondrial ribosomal protein of the small subunit, has similarity to E. coli S10 ribosomal protein; essential for viability, unlike most other mitoribosomal proteins"
"RSM22","YKL155C","mitochondria","32.79","6.78923","mitochondria","45.0814","mitochondria","0","missing","0","#N/A","24.847","mitochondria","34.28","1.04","0","9.06","mitochondria","34.33","1.04","0","5.21","mitochondria","21.86","0.66","-1","","mitochondria","mitochondria","34.9121","1.06455","0","4.69858","Mitochondrial ribosomal protein of the small subunit; also predicted to be an S-adenosylmethionine-dependent methyltransferase"
"RSM23","YGL129C","mitochondria","46.18","13.3513","mitochondria","81.0159","mitochondria","0","missing","77.8254","#N/A","40.8171","mitochondria","48.12","1.04","0","14.83","mitochondria","34.39","0.74","0","6.62","mitochondria","52.61","1.13","0","","mitochondria","mitochondria","32.5428","0.704574","0","5.946","Mitochondrial ribosomal protein of the small subunit, has similarity to mammalian apoptosis mediator proteins; null mutation prevents induction of apoptosis by overproduction of metacaspase Mca1p"
"RSM24","YDR175C","mitochondria","46.11","12.6312","mitochondria","68.9923","mitochondria","14.6024","mitochondria","27.4191","#N/A","30.1024","mitochondria","","","0","","mitochondria","","","0","","technical problem","","","","","mitochondria","mitochondria","","","0","","Mitochondrial ribosomal protein of the small subunit"
"RSM25","YIL093C","mitochondria","53.22","12.3639","cytosol,nucleus","51.3825","nucleus","17.4919","below threshold","31.1253","#N/A","","mitochondria","61.51","1.15","0","19.14","mitochondria","52.94","0.99","0","7.21","mitochondria","42.64","0.8","0","","mitochondria","mitochondria","64.785","1.21714","0","12.2675","Mitochondrial ribosomal protein of the small subunit"
"RSM26","YJR101W","mitochondria","43.98","12.7435","mitochondria","71.8109","mitochondria","","missing","0","#N/A","32.2441","mitochondria","44.62","1.01","0","13.8","mitochondria","46.3","1.05","0","6.72","mitochondria","38.87","0.88","0","","mitochondria","mitochondria","42.1911","0.95929","0","7.05104","Mitochondrial ribosomal protein of the small subunit"
"RSM27","YGR215W","mitochondria","38.5","9.65595","nucleus,nucleolus","75.5927","missing","21.4929","cytosol","0","#N/A","0","mitochondria","34.65","0.9","0","11.02","mitochondria","35.38","0.91","0","8.39","mitochondria","42.97","1.11","0","","mitochondria","mitochondria","29.1413","0.756759","0","6.52694","Mitochondrial ribosomal protein of the small subunit"
"RSM7","YJR113C","mitochondria","49.7","9.87736","mitochondria","76.8793","mitochondria","22.0135","mitochondria","6.23175","#N/A","25.8493","mitochondria","56.76","1.14","0","18.49","mitochondria","34.35","0.69","0","8.29","mitochondria","44.07","0.88","0","","mitochondria","mitochondria","46.8012","0.941515","0","8.33887","Mitochondrial ribosomal protein of the small subunit, has similarity to E. coli S7 ribosomal protein"
"RTC6","YPL183W-A","mitochondria","60.59","14.4623","","","","","","","","","mitochondria","55.91","0.92","0","17.7","mitochondria","","","0","","mitochondria","56.6","0.93","0","","mitochondria","mitochondria","37.1075","0.612359","-1","7.97401","Homolog of the prokaryotic ribosomal protein L36, likely to be a mitochondrial ribosomal protein coded in the nuclear genome; null mutation suppresses cdc13-1 temperature sensitivity"
"SAL1","YNL083W","mitochondria","18.48","4.16734","mitochondria","33.435","mitochondria","21.1531","below threshold","10.6784","missing","11.5148","mitochondria","16.85","0.91","0","5.38","mitochondria","17.76","0.96","0","2.68","mitochondria","15.44","0.83","0","","mitochondria","mitochondria","17.5292","0.947899","0","1.95489","ADP/ATP transporter; member of the Ca2+-binding subfamily of the mitochondrial carrier family, with two EF-hand motifs; Pet9p and Sal1p have an overlapping function critical for viability; polymorphic in different S. cerevisiae strains"
"SAM35","YHR083W","mitochondria","26.8","7.6401","cytosol,punctate","109.933","cytosol","39.4012","mitochondria","123.84","punctate,mitochondria","37.0409","mitochondria","28.98","1.08","0","7.44","mitochondria","30.42","1.13","0","6.13","mitochondria","32.37","1.2","0","","mitochondria","mitochondria","27.193","1.0144","0","5.79534","Essential component of the sorting and assembly machinery (SAM complex or TOB complex) of the mitochondrial outer membrane, which binds precursors of beta-barrel proteins and facilitates their insertion into the outer membrane"
"SAM37","YMR060C","mitochondria","16.88","4.92288","mitochondria","35.5658","mitochondria","25.2658","mitochondria","14.9135","below threshold","25.1157","mitochondria","18.25","1.08","0","6.74","mitochondria","15.92","0.94","0","4.33","mitochondria","19.09","1.13","0","","mitochondria","mitochondria","16.1037","0.953892","0","2.50644","Component of the Sorting and Assembly Machinery (SAM or TOB complex) of the mitochondrial outer membrane, which binds precursors of beta-barrel proteins and facilitates their outer membrane insertion; contributes to SAM complex stability"
"SCO1","YBR037C","mitochondria","18.31","4.48957","mitochondria","67.5615","mitochondria","24.4882","cytosol,mitochondria","41.0355","#N/A","27.0422","mitochondria","16.97","0.92","0","5.56","mitochondria","16.5","0.9","0","3.29","mitochondria","22.12","1.2","0","","mitochondria","mitochondria","15.9018","0.867929","0","2.4632","Copper-binding protein of the mitochondrial inner membrane, required for cytochrome c oxidase activity and respiration; may function to deliver copper to cytochrome c oxidase; has similarity to thioredoxins"
"SDH2","YLL041C","mitochondria","93.68","49.6245","mitochondria","100.944","mitochondria","28.7134","mitochondria","7.0483","#N/A","26.605","mitochondria","94.3","1","0","69.37","vacuole membrane","73.52","0.78","0","33.87","mitochondria","177.8","1.89","1","","mitochondria","mitochondria","57.5841","0.614667","-1","16.5725","Iron-sulfur protein subunit of succinate dehydrogenase (Sdh1p, Sdh2p, Sdh3p, Sdh4p), which couples the oxidation of succinate to the transfer of electrons to ubiquinone"
"SDH4","YDR178W","mitochondria","31.65","17.429","mitochondria","192.252","mitochondria","30.7867","mitochondria","66.2725","#N/A","26.7775","mitochondria","37.45","1.18","0","27.76","mitochondria","28.54","0.9","0","7.85","mitochondria","48.63","1.53","1","","mitochondria","mitochondria","25.6893","0.811415","0","10.274","Membrane anchor subunit of succinate dehydrogenase (Sdh1p, Sdh2p, Sdh3p, Sdh4p), which couples the oxidation of succinate to the transfer of electrons to ubiquinone"
"SEN15","YMR059W","mitochondria","27.42","5.4186","cytosol,nucleus","41.4955","nucleus","26.5669","mitochondria","49.3236","below threshold","30.8037","mitochondria","21.77","0.79","0","5.64","mitochondria","23.24","0.84","0","4.11","mitochondria","17.2","0.62","-1","","cytosol","mitochondria","24.2121","0.882739","0","3.60965","Subunit of the tRNA splicing endonuclease, which is composed of Sen2p, Sen15p, Sen34p, and Sen54p"
"SEN2","YLR105C","mitochondria","22.35","5.47043","mitochondria","50.7415","punctate","25.7206","mitochondria","34.9248","#N/A","","mitochondria","17.53","0.78","-1","5.36","mitochondria","18.9","0.84","0","4.14","mitochondria","26.45","1.18","0","","mitochondria","mitochondria","22.4117","1.00254","0","2.55198","Subunit of the tRNA splicing endonuclease, which is composed of Sen2p, Sen15p, Sen34p, and Sen54p; Sen2p contains the active site for tRNA 5' splice site cleavage and has similarity to Sen34p and to Archaeal tRNA splicing endonuclease"
"SEN34","YAR008W","mitochondria","23.54","6.76102","below threshold","20.5383","cytosol","18.9801","below threshold","3.95865","#N/A","0","mitochondria","26.96","1.14","0","13.85","mitochondria","22.08","0.93","0","5.09","mitochondria","31.02","1.31","0","","mitochondria","mitochondria","21.2593","0.902685","0","3.45123","Subunit of the tRNA splicing endonuclease, which is composed of Sen2p, Sen15p, Sen34p, and Sen54p; Sen34p contains the active site for tRNA 3' splice site cleavage and has similarity to Sen2p and to Archaeal tRNA splicing endonuclease"
"SHM1","YBR263W","mitochondria","76.22","22.6627","mitochondria","268.37","mitochondria","108.373","cytosol","322.83","#N/A","0","mitochondria","78.1","1.02","0","26.93","punctate","","","0","","punctate","","","","","mitochondria","mitochondria","74.0988","0.972105","0","16.1079","Mitochondrial serine hydroxymethyltransferase, converts serine to glycine plus 5,10 methylenetetrahydrofolate; involved in generating precursors for purine, pyrimidine, amino acid, and lipid biosynthesis; reverse reaction generates serine"
"SHY1","YGR112W","mitochondria","27.47","6.7739","mitochondria","44.4144","ER,punctate","22.7254","punctate","0","#N/A","0","mitochondria","29.14","1.06","0","9.11","mitochondria","33.23","1.2","0","5.61","mitochondria","66.92","2.43","1","","mitochondria","mitochondria","36.9364","1.34381","0","6.69688","Mitochondrial inner membrane protein required for assembly of cytochrome c oxidase (complex IV); associates with complex IV assembly intermediates and complex III/complex IV supercomplexes; similar to human SURF1 involved in Leigh Syndrome"
"SLM3","YDL033C","mitochondria","22.09","5.93737","mitochondria","35.3174","missing","0","missing","0","#N/A","","mitochondria","22.61","1.02","0","7.23","mitochondria","23.77","1.07","0","3.39","mitochondria","19.04","0.86","0","","mitochondria","mitochondria","24.2827","1.09869","0","3.2091","tRNA-specific 2-thiouridylase, responsible for 2-thiolation of the wobble base of mitochondrial tRNAs; human ortholog is implicated in myoclonus epilepsy associated with ragged red fibers (MERRF)"
"SLS1","YLR139C","mitochondria","21.31","6.41512","mitochondria","38.213","mitochondria","25.6792","mitochondria","27.3388","#N/A","31.111","mitochondria","19.85","0.93","0","5.65","mitochondria","23.15","1.08","0","4.39","mitochondria","21.81","1.02","0","","mitochondria","mitochondria","17.0698","0.800608","0","2.23424","Mitochondrial membrane protein that coordinates expression of mitochondrially-encoded genes; may facilitate delivery of mRNA to membrane-bound translation machinery"
"SOV1","YMR066W","mitochondria","23.23","6.16685","mitochondria","50.2375","mitochondria","18.3419","below threshold","49.056","#N/A","27.7487","mitochondria","20.87","0.89","0","8.28","mitochondria","22.46","0.96","0","4.66","mitochondria","18.84","0.81","0","","mitochondria","mitochondria","24.0227","1.03357","0","2.46982","Mitochondrial protein of unknown function"
"SSQ1","YLR369W","mitochondria","33.31","7.05998","cytosol","61.4506","cell periphery,vacuole","","missing","0","cytosol,mitochondria","30.0973","mitochondria","42.5","1.27","0","16.89","mitochondria","42.9","1.28","0","6.87","mitochondria","34.54","1.03","0","","mitochondria","mitochondria","36.9979","1.11025","0","5.26755","Mitochondrial hsp70-type molecular chaperone, required for assembly of iron/sulfur clusters into proteins at a step after cluster synthesis, and for maturation of Yfh1p, which is a homolog of human frataxin implicated in Friedreich's ataxia"
"STF1","YDL130W-A","mitochondria","69.33","45.2722","mitochondria","175.969","mitochondria","19.9199","below threshold","294.695","#N/A","","mitochondria","122.29","1.76","1","43.41","mitochondria","99.57","1.43","1","26.31","mitochondria","288.76","4.16","1","","mitochondria","mitochondria","61.0117","0.8799","0","14.5076","Protein involved in regulation of the mitochondrial F1F0-ATP synthase; Stf1p and Stf2p may act as stabilizing factors that enhance inhibitory action of the Inh1p protein"
"SUV3","YPL029W","mitochondria","22.4","5.60263","mitochondria","52.8512","mitochondria","","missing","4.41816","#N/A","33.5672","mitochondria","23.67","1.05","0","9.02","mitochondria","26.11","1.16","0","4.01","mitochondria","20.87","0.93","0","","mitochondria","mitochondria","27.119","1.21004","0","4.35838","ATP-dependent RNA helicase, component of the mitochondrial degradosome along with the RNase Dss1p; the degradosome associates with the ribosome and mediates turnover of aberrant or unprocessed RNAs"
"SWS2","YNL081C","mitochondria","52.76","11.8191","punctate","22.366","below threshold","19.161","below threshold","0","#N/A","0","mitochondria","57.86","1.09","0","24.52","vacuole","34.79","0.65","0","6.98","mitochondria","69.96","1.32","0","","mitochondria","mitochondria","45.055","0.853791","0","6.2383","Putative mitochondrial ribosomal protein of the small subunit, has similarity to E. coli S13 ribosomal protein; participates in controlling sporulation efficiency"
"TAM41","YGR046W","mitochondria","28.68","6.9483","mitochondria","71.4302","mitochondria","25.5761","mitochondria","49.0685","#N/A","26.8101","mitochondria","29.87","1.04","0","8.6","mitochondria","30.37","1.05","0","5.53","mitochondria","55.76","1.94","1","","mitochondria","mitochondria","31.6408","1.10301","0","4.94626","Mitochondrial protein involved in protein import into the mitochondrial matrix; maintains the functional integrity of the TIM23 protein translocator complex; viability of null mutant is strain-dependent; mRNA is targeted to the bud"
"TES1","YJR019C","mitochondria","24.09","6.7943","punctate","59.0677","punctate","30.2753","punctate","83.7994","punctate","26.6381","mitochondria","","","0","","mitochondria","18.01","0.74","-1","3.69","mitochondria","31.9","1.32","1","","mitochondria","mitochondria","21.9371","0.910549","0","3.84871","Peroxisomal acyl-CoA thioesterase likely to be involved in fatty acid oxidation rather than fatty acid synthesis; conserved protein also found in human peroxisomes; TES1 mRNA levels increase during growth on fatty acids"
"TIM11","YDR322C-A","mitochondria","39.8","14.9985","cytosol","134.116","cytosol","38.1945","cytosol","110.62","below threshold","27.6176","mitochondria","39.95","1","0","17.02","mitochondria","29.63","0.74","0","8.62","mitochondria","49.92","1.25","0","","mitochondria","mitochondria","29.0496","0.729704","0","8.15708","Subunit e of mitochondrial F1F0-ATPase, which is a large, evolutionarily conserved enzyme complex required for ATP synthesis; essential for the dimeric and oligomeric state of ATP synthase"
"TIM18","YOR297C","mitochondria","18.82","5.9244","","","","","","","","","mitochondria","19.04","1.01","0","5.86","mitochondria","17.63","0.93","0","4.43","mitochondria","19.2","1.01","0","","mitochondria","mitochondria","16.6205","0.882449","0","2.87314","Component of the mitochondrial TIM22 complex involved in insertion of polytopic proteins into the inner membrane; may mediate assembly or stability of the complex"
"TIM23","YNR017W","mitochondria","53.01","14.8531","mitochondria","98.6286","mitochondria","58.4449","mitochondria","93.0315","mitochondria","27.8617","mitochondria","44.46","0.83","0","12.55","mitochondria","46.65","0.87","0","9.5","mitochondria","34.54","0.65","0","","mitochondria","mitochondria","51.215","0.965965","0","10.7486","Essential component of the Translocase of the Inner Mitochondrial membrane (TIM23 complex); involved in protein import into mitochondrial matrix and inner membrane; with Tim17p, contributes to architecture and function of the import channel"
"TIM50","YPL063W","mitochondria","66.2","18.0439","mitochondria","131.925","missing","15.6851","below threshold","","#N/A","0","mitochondria","65.01","0.98","0","18.02","mitochondria","61.07","0.92","0","14.54","mitochondria","37.5","0.56","-1","","mitochondria","mitochondria","74.5622","1.12611","0","15.3492","Essential component of the Translocase of the Inner Mitochondrial membrane (TIM23 complex); acts as receptor for the TIM23 complex guiding incoming precursors from the TOM complex; may control the gating of the Tim23p-Tim17p channel"
"TIM54","YJL054W","mitochondria","28.68","6.82455","mitochondria","49.6169","missing","0","missing","0","#N/A","","mitochondria","28.55","0.99","0","7.76","mitochondria","25.47","0.88","0","4.15","mitochondria","24.37","0.84","0","","mitochondria","mitochondria","23.3007","0.812362","0","3.42529","Component of the mitochondrial TIM22 complex involved in insertion of polytopic proteins into the inner membrane"
"TOM70","YNL121C","mitochondria","122.6","31.3176","cytosol","198.387","cytosol","60.2536","cytosol","0","#N/A","0","mitochondria","99.21","0.8","0","35.44","mitochondria","112.44","0.91","0","30.46","mitochondria","179.51","1.46","1","","mitochondria","mitochondria","91.883","0.74944","0","17.752","Component of the TOM (translocase of outer membrane) complex responsible for recognition and initial import steps for all mitochondrially directed proteins; acts as a receptor for incoming precursor proteins"
"TOM71","YHR117W","mitochondria","37.52","9.66901","cytosol","156.453","punctate","26.9234","cytosol","171.6","#N/A","0","mitochondria","29.97","0.79","0","9.38","mitochondria","34.46","0.91","0","8.03","mitochondria","35.95","0.95","0","","mitochondria","mitochondria","29.1904","0.777852","0","4.23345","Mitochondrial outer membrane protein with similarity to Tom70p; probable minor component of the TOM (translocase of outer membrane) complex responsible for recognition and import of mitochondrially directed proteins"
"TRR2","YHR106W","mitochondria","18.62","5.69294","mitochondria","182.932","mitochondria","16.234","below threshold","113.693","#N/A","43.1585","mitochondria","","","0","","mitochondria","","","0","","mitochondria","","","","","mitochondria","mitochondria","","","0","","Mitochondrial thioredoxin reductase involved in protection against oxidative stress, required with Glr1p to maintain the redox state of Trx3p; contains active-site motif (CAVC) present in prokaryotic orthologs; binds NADPH and FAD"
"TRX3","YCR083W","mitochondria","32.81","8.93689","mitochondria","167.347","mitochondria","33.0803","cytosol,punctate","272.942","#N/A","65.3806","mitochondria","29.18","0.88","0","12.41","mitochondria","27.44","0.83","0","5.37","mitochondria","95.2","2.9","1","","mitochondria","mitochondria","27.4494","0.836474","0","6.00196","Mitochondrial thioredoxin, highly conserved oxidoreductase required to maintain the redox homeostasis of the cell, forms the mitochondrial thioredoxin system with Trr2p, redox state is maintained by both Trr2p and Glr1p"
"TUF1","YOR187W","mitochondria","19.17","38.9657","","","","","","","","","mitochondria","16.5","0.86","0","7.28","mitochondria","17.3","0.9","0","2.88","mitochondria","13.87","0.72","0","","mitochondria","mitochondria","16.5612","0.863461","0","2.64188","Mitochondrial translation elongation factor Tu; comprises both GTPase and guanine nucleotide exchange factor activities, while these activities are found in separate proteins in S. pombe and humans"
"UBP16","YPL072W","mitochondria","18.76","4.58427","cell periphery,punctate","48.066","missing","20.4829","below threshold","0","#N/A","","mitochondria","22.24","1.18","0","9.4","mitochondria","18.53","0.98","0","3.5","mitochondria","17.34","0.92","0","","mitochondria","mitochondria","20.9692","1.11718","0","2.41478","Deubiquitinating enzyme anchored to the outer mitochondrial membrane, probably not important for general mitochondrial functioning, but may perform a more specialized function at mitochondria"
"UPS1","YLR193C","mitochondria","22.82","5.55119","cytosol,punctate","29.2446","cell periphery,vacuole","25.3708","below threshold","0","#N/A","0","mitochondria","20.3","0.88","0","6.49","mitochondria","21.23","0.93","0","4.62","mitochondria","21.34","0.93","0","","mitochondria","mitochondria","21.244","0.930808","0","4.03095","Mitochondrial intermembrane space protein that regulates mitochondrial cardiolipin levels, null has defects in Mgm1p processing, integrity of mitochondrial inner membrane complexes, and mitochondrial morphology; ortholog of human PRELI"
"UPS2","YLR168C","mitochondria","41.18","10.2715","punctate","38.7786","below threshold","27.0438","cytosol,punctate","11.3283","below threshold","22.3865","mitochondria","28.83","0.7","0","10.25","mitochondria","35.38","0.85","0","7.86","mitochondria","25.72","0.62","-1","","mitochondria","mitochondria","32.8903","0.79858","0","5.31393","Mitochondrial intermembrane space protein involved in regulation of mitochondrial cardiolipin and phosphatidylethanolamine levels; null has defects in mitochondrial morphology; similar to Ups1p, Ups3p and to human PRELI"
"UPS3","YDR185C","mitochondria","21.51","5.52","mitochondria","56.2027","mitochondria","23.1099","below threshold","9.6038","mitochondria","24.4599","mitochondria","16.96","0.78","-1","8.27","mitochondria","20.26","0.94","0","4.54","mitochondria","17.08","0.79","-1","","mitochondria","mitochondria","17.8052","0.827373","0","3.06965","Mitochondrial protein of unknown function; similar to Ups1p and Ups2p which are involved in regulation of mitochondrial cardiolipin and phosphatidylethanolamine levels; null is viable but interacts synthetically with ups1 and ups2 mutations"
"XDJ1","YLR090W","mitochondria","25.54","6.51576","mitochondria","84.927","missing","","missing","","#N/A","","mitochondria","25.82","1.01","0","10.02","mitochondria","29.73","1.16","0","6.12","mitochondria","20.1","0.78","0","","mitochondria","mitochondria","27.5599","1.07887","0","3.85962","Putative chaperone, homolog of E. coli DnaJ, closely related to Ydj1p; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
